USNWR Rank,file date,Hospital,MS-DRG,MS-DRG TITLE,"DE-IDENTIFIED
MIN","DE-IDENTIFIED
MAX","Aetna Commercial A  VW
RATE","Aetna Commercial P
RATE","Aetna VHAN A VW
RATE","Aetna VHAN P
RATE","Aetna AWH A VW
RATE","Aetna AWH P
RATE","Aetna TN Preferred A VW
RATE","Aetna TN Preferred B
RATE","BLUE CROSS BLUE SHIELD OF TENNESSEE - P VUMC
RATE","CIGNA VUMCAO
RATE","HUMANA VUMCP
RATE","HUMANA VUMC
RATE","UNITED HEALTHCARE Comm
A",Aetna TRANSPLANT RATES MIN,Aetna TRANSPLANT RATES MAX,Humana NTN TRANSPLANT RATES MIN,Humana NTN TRANSPLANT RATES MAX,Optum TRANSPLANT RATES MIN,Optum TRANSPLANT RATES MAX,Wellcare of TN @100% TRANSPLANT RATES,BCBS MA @105% TRANSPLANT RATES,BCBS DSNP @105% TRANSPLANT RATES,VA CCN @100% TRANSPLANT RATES,Humana MA @ 100% TRANSPLANT RATES
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,"$6,109.78 ","$69,637.88 ","$48,906.26 ","$63,760.29 ","$35,294.33 ","$46,527.69 ","$34,836.55 ","$45,919.45 ","$43,214.35 ","$56,342.88 ","$46,677.34 ","$49,994.70 ","$68,855.03 ","$53,027.81 ","$55,923.51 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,"$5,410.48 ","$50,482.95 ","$32,390.30 ","$42,228.02 ","$23,375.21 ","$30,814.99 ","$23,072.02 ","$30,412.15 ","$28,620.58 ","$37,315.52 ","$41,334.87 ","$33,111.16 ","$45,602.24 ","$35,119.97 ","$37,037.77 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,"$14,894.15 ","$138,971.10 ","$54,755.82 ","$71,386.51 ","$39,515.81 ","$52,092.76 ","$39,003.26 ","$51,411.76 ","$48,383.12 ","$63,081.92 ","$113,787.97 ","$55,974.45 ","$77,090.62 ","$59,370.34 ","$62,612.39 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,"$9,297.38 ","$90,482.40 ","$30,421.09 ","$39,660.72 ","$21,954.08 ","$28,941.55 ","$21,669.33 ","$28,563.21 ","$26,880.56 ","$35,046.88 ","$74,085.97 ","$31,098.13 ","$42,829.80 ","$32,984.81 ","$34,786.02 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,"$7,940.63 ","$74,090.73 ","$26,094.64 ","$34,020.23 ","$18,831.80 ","$24,825.53 ","$18,587.54 ","$24,500.99 ","$23,057.64 ","$30,062.56 ","$60,664.66 ","$26,675.40 ","$36,738.60 ","$28,293.75 ","$29,838.80 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,263,VEIN LIGATION AND STRIPPING,"$10,282.77 ","$55,011.05 ","$35,218.07 ","$45,914.66 ","$25,415.93 ","$33,505.23 ","$25,086.27 ","$33,067.22 ","$31,119.24 ","$40,573.28 ","$45,042.43 ","$36,001.87 ","$49,583.45 ","$38,186.05 ","$40,271.29 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,"$14,529.18 ","$77,728.63 ","$49,616.64 ","$64,686.43 ","$35,807.00 ","$47,203.53 ","$35,342.56 ","$46,586.44 ","$43,842.05 ","$57,161.28 ","$63,643.32 ","$50,720.89 ","$69,855.18 ","$53,798.05 ","$56,735.82 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,265,AICD LEAD PROCEDURES,"$5,888.05 ","$73,148.81 ","$51,371.97 ","$66,974.90 ","$37,073.77 ","$48,873.48 ","$36,592.90 ","$48,234.57 ","$45,393.09 ","$59,183.52 ","$44,983.38 ","$52,515.29 ","$72,326.50 ","$55,701.31 ","$58,743.01 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,"$23,963.68 ","$223,595.07 ","$108,423.92 ","$141,354.93 ","$78,246.63 ","$103,150.70 ","$77,231.73 ","$101,802.24 ","$95,805.10 ","$124,910.72 ","$183,077.12 ","$110,836.97 ","$152,649.84 ","$117,561.29 ","$123,980.99 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,"$17,993.28 ","$167,887.77 ","$85,564.95 ","$111,553.13 ","$61,749.92 ","$81,403.48 ","$60,948.99 ","$80,339.31 ","$75,606.55 ","$98,575.84 ","$137,464.61 ","$87,469.26 ","$120,466.73 ","$92,775.88 ","$97,842.12 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,"$16,738.07 ","$156,175.89 ","$106,245.42 ","$138,514.77 ","$76,674.47 ","$101,078.16 ","$75,679.96 ","$99,756.78 ","$93,880.15 ","$122,400.96 ","$127,875.05 ","$108,609.99 ","$149,582.74 ","$115,199.19 ","$121,489.91 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,"$10,404.43 ","$97,079.35 ","$65,914.14 ","$85,933.89 ","$47,568.47 ","$62,708.40 ","$46,951.48 ","$61,888.62 ","$58,242.79 ","$75,936.96 ","$79,487.48 ","$67,381.11 ","$92,800.40 ","$71,469.02 ","$75,371.75 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,"$12,618.51 ","$117,738.02 ","$79,159.30 ","$103,201.93 ","$57,127.14 ","$75,309.37 ","$56,386.17 ","$74,324.87 ","$69,946.42 ","$91,196.16 ","$96,402.56 ","$80,921.05 ","$111,448.24 ","$85,830.41 ","$90,517.37 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,"$8,375.03 ","$78,143.89 ","$54,456.39 ","$70,996.14 ","$39,299.72 ","$51,807.90 ","$38,789.98 ","$51,130.62 ","$48,118.54 ","$62,736.96 ","$63,983.34 ","$55,668.36 ","$76,669.06 ","$59,045.67 ","$62,270.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,"$5,998.38 ","$58,489.47 ","$41,076.80 ","$53,552.83 ","$29,644.02 ","$39,079.02 ","$29,259.52 ","$38,568.15 ","$36,296.11 ","$47,322.88 ","$45,826.29 ","$41,990.99 ","$57,831.95 ","$44,538.52 ","$46,970.65 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,"$9,460.48 ","$88,271.81 ","$58,620.90 ","$76,425.51 ","$42,305.13 ","$55,769.86 ","$41,756.41 ","$55,040.80 ","$51,798.36 ","$67,534.72 ","$72,275.96 ","$59,925.55 ","$82,532.26 ","$63,561.15 ","$67,032.05 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,"$6,448.50 ","$71,467.31 ","$50,191.06 ","$65,435.31 ","$36,221.54 ","$47,750.00 ","$35,751.72 ","$47,125.78 ","$44,349.61 ","$57,823.04 ","$49,265.09 ","$51,308.09 ","$70,663.89 ","$54,420.88 ","$57,392.65 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC","$7,592.73 ","$48,802.01 ","$24,843.46 ","$32,389.03 ","$17,928.86 ","$23,635.19 ","$17,696.31 ","$23,326.21 ","$21,952.07 ","$28,621.12 ","$39,958.54 ","$25,396.37 ","$34,977.06 ","$26,937.12 ","$28,408.09 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC","$4,351.97 ","$36,988.18 ","$14,239.69 ","$18,564.64 ","$10,276.40 ","$13,547.14 ","$10,143.11 ","$13,370.04 ","$12,582.42 ","$16,404.96 ","$30,285.50 ","$14,556.61 ","$20,048.04 ","$15,439.73 ","$16,282.85 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC","$3,387.36 ","$28,610.82 ","$11,083.46 ","$14,449.78 ","$7,998.64 ","$10,544.42 ","$7,894.89 ","$10,406.57 ","$9,793.52 ","$12,768.80 ","$23,426.22 ","$11,330.13 ","$15,604.39 ","$12,017.52 ","$12,673.76 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC","$6,992.45 ","$40,560.64 ","$28,485.49 ","$37,137.24 ","$20,557.22 ","$27,100.10 ","$20,290.58 ","$26,745.82 ","$25,170.24 ","$32,816.96 ","$30,629.58 ","$29,119.46 ","$40,104.67 ","$30,886.09 ","$32,572.70 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC","$3,051.88 ","$16,327.02 ","$11,216.37 ","$14,623.06 ","$8,094.56 ","$10,670.86 ","$7,989.56 ","$10,531.36 ","$9,910.97 ","$12,921.92 ","$13,368.38 ","$11,466.00 ","$15,791.51 ","$12,161.63 ","$12,825.74 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,285,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC","$2,317.69 ","$15,143.39 ","$7,583.50 ","$9,886.80 ","$5,472.81 ","$7,214.68 ","$5,401.82 ","$7,120.36 ","$6,700.90 ","$8,736.64 ","$12,399.24 ","$7,752.28 ","$10,676.80 ","$8,222.60 ","$8,671.61 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC","$10,337.63 ","$56,003.21 ","$33,824.81 ","$44,098.23 ","$24,410.45 ","$32,179.73 ","$24,093.84 ","$31,759.05 ","$29,888.14 ","$38,968.16 ","$45,854.79 ","$34,577.60 ","$47,621.88 ","$36,675.37 ","$38,678.11 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC","$5,369.35 ","$25,069.90 ","$17,568.55 ","$22,904.55 ","$12,678.75 ","$16,714.10 ","$12,514.30 ","$16,495.60 ","$15,523.85 ","$20,240.00 ","$20,526.95 ","$17,959.55 ","$24,734.73 ","$19,049.13 ","$20,089.35 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,"$10,167.96 ","$58,319.79 ","$40,957.64 ","$53,397.48 ","$29,558.03 ","$38,965.65 ","$29,174.64 ","$38,456.26 ","$36,190.82 ","$47,185.60 ","$44,539.54 ","$41,869.18 ","$57,664.18 ","$44,409.32 ","$46,834.39 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,289,ACUTE AND SUBACUTE ENDOCARDITIS WITH CC,"$5,896.92 ","$35,731.48 ","$25,094.00 ","$32,715.66 ","$18,109.67 ","$23,873.55 ","$17,874.77 ","$23,561.45 ","$22,173.46 ","$28,909.76 ","$25,830.73 ","$25,652.48 ","$35,329.80 ","$27,208.78 ","$28,694.58 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,290,ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC,"$4,561.08 ","$24,401.01 ","$15,637.54 ","$20,387.04 ","$11,285.19 ","$14,877.00 ","$11,138.82 ","$14,682.52 ","$13,817.58 ","$18,015.36 ","$19,979.27 ","$15,985.56 ","$22,016.06 ","$16,955.38 ","$17,881.27 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,291,HEART FAILURE AND SHOCK WITH MCC,"$4,918.05 ","$29,168.60 ","$20,484.93 ","$26,706.71 ","$14,783.42 ","$19,488.64 ","$14,591.67 ","$19,233.87 ","$18,100.81 ","$23,599.84 ","$21,542.92 ","$20,940.84 ","$28,840.69 ","$22,211.28 ","$23,424.18 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,292,HEART FAILURE AND SHOCK WITH CC,"$3,154.60 ","$19,471.11 ","$13,674.44 ","$17,827.71 ","$9,868.48 ","$13,009.38 ","$9,740.48 ","$12,839.31 ","$12,082.95 ","$15,753.76 ","$13,818.33 ","$13,978.78 ","$19,252.22 ","$14,826.85 ","$15,636.50 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,"$2,329.58 ","$14,196.01 ","$9,969.77 ","$12,997.83 ","$7,194.92 ","$9,484.89 ","$7,101.59 ","$9,360.89 ","$8,809.45 ","$11,485.76 ","$8,164.36 ","$10,191.65 ","$14,036.42 ","$10,809.97 ","$11,400.27 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,294,DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC,"$5,327.54 ","$28,501.41 ","$19,586.64 ","$25,535.59 ","$14,135.15 ","$18,634.04 ","$13,951.81 ","$18,390.44 ","$17,307.07 ","$22,564.96 ","$23,336.63 ","$20,022.56 ","$27,576.00 ","$21,237.29 ","$22,397.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,295,DEEP VEIN THROMBOPHLEBITIS WITHOUT CC/MCC,"$1,811.79 ","$21,346.22 ","$14,991.32 ","$19,544.55 ","$10,818.83 ","$14,262.21 ","$10,678.51 ","$14,075.77 ","$13,246.57 ","$17,270.88 ","$7,936.33 ","$15,324.96 ","$21,106.25 ","$16,254.70 ","$17,142.33 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC","$4,449.07 ","$34,691.68 ","$24,363.76 ","$31,763.63 ","$17,582.67 ","$23,178.82 ","$17,354.61 ","$22,875.81 ","$21,528.21 ","$28,068.48 ","$19,488.59 ","$24,905.99 ","$34,301.69 ","$26,417.00 ","$27,859.56 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,297,"CARDIAC ARREST, UNEXPLAINED WITH CC","$3,289.78 ","$18,132.29 ","$10,764.17 ","$14,033.52 ","$7,768.22 ","$10,240.66 ","$7,667.46 ","$10,106.78 ","$9,511.40 ","$12,400.96 ","$14,846.51 ","$11,003.74 ","$15,154.86 ","$11,671.32 ","$12,308.66 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,298,"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC","$2,279.41 ","$17,920.93 ","$7,458.23 ","$9,723.48 ","$5,382.41 ","$7,095.50 ","$5,312.59 ","$7,002.74 ","$6,590.21 ","$8,592.32 ","$14,673.45 ","$7,624.22 ","$10,500.43 ","$8,086.77 ","$8,528.37 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,"$6,907.80 ","$40,265.51 ","$23,395.20 ","$30,500.89 ","$16,883.69 ","$22,257.37 ","$16,664.69 ","$21,966.40 ","$20,672.37 ","$26,952.64 ","$32,968.95 ","$23,915.87 ","$32,938.06 ","$25,366.81 ","$26,752.03 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,300,PERIPHERAL VASCULAR DISORDERS WITH CC,"$4,826.48 ","$25,820.85 ","$15,921.69 ","$20,757.50 ","$11,490.26 ","$15,147.33 ","$11,341.22 ","$14,949.32 ","$14,068.66 ","$18,342.72 ","$21,141.82 ","$16,276.04 ","$22,416.12 ","$17,263.48 ","$18,206.19 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,"$3,458.43 ","$25,174.34 ","$11,343.17 ","$14,788.37 ","$8,186.06 ","$10,791.50 ","$8,079.89 ","$10,650.42 ","$10,023.01 ","$13,068.00 ","$20,612.46 ","$11,595.62 ","$15,970.03 ","$12,299.11 ","$12,970.73 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,302,ATHEROSCLEROSIS WITH MCC,"$5,105.55 ","$49,336.63 ","$16,705.40 ","$21,779.24 ","$12,055.84 ","$15,892.93 ","$11,899.47 ","$15,685.16 ","$14,761.16 ","$19,245.60 ","$40,396.28 ","$17,077.19 ","$23,519.50 ","$18,113.24 ","$19,102.35 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,303,ATHEROSCLEROSIS WITHOUT MCC,"$3,158.11 ","$25,388.19 ","$10,333.36 ","$13,471.86 ","$7,457.31 ","$9,830.80 ","$7,360.58 ","$9,702.28 ","$9,130.72 ","$11,904.64 ","$20,787.56 ","$10,563.34 ","$14,548.32 ","$11,204.20 ","$11,816.03 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,304,HYPERTENSION WITH MCC,"$4,423.50 ","$23,832.59 ","$16,737.48 ","$21,821.07 ","$12,078.99 ","$15,923.45 ","$11,922.32 ","$15,715.29 ","$14,789.50 ","$19,282.56 ","$19,376.61 ","$17,109.99 ","$23,564.67 ","$18,148.02 ","$19,139.04 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,305,HYPERTENSION WITHOUT MCC,"$1,929.85 ","$16,064.59 ","$11,282.06 ","$14,708.70 ","$8,141.96 ","$10,733.36 ","$8,036.36 ","$10,593.04 ","$9,969.01 ","$12,997.60 ","$8,453.47 ","$11,533.15 ","$15,884.00 ","$12,232.85 ","$12,900.86 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,"$6,740.08 ","$86,275.07 ","$22,972.02 ","$29,949.19 ","$16,578.29 ","$21,854.78 ","$16,363.26 ","$21,569.07 ","$20,298.45 ","$26,465.12 ","$70,641.06 ","$23,483.28 ","$32,342.27 ","$24,907.98 ","$26,268.14 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,"$4,054.56 ","$71,002.38 ","$13,266.55 ","$17,295.92 ","$9,574.11 ","$12,621.33 ","$9,449.93 ","$12,456.33 ","$11,722.53 ","$15,283.84 ","$58,135.94 ","$13,561.80 ","$18,677.95 ","$14,384.58 ","$15,170.08 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,"$5,599.53 ","$34,543.85 ","$18,321.71 ","$23,886.46 ","$13,222.28 ","$17,430.63 ","$13,050.78 ","$17,202.76 ","$16,189.35 ","$21,107.68 ","$28,284.11 ","$18,729.47 ","$25,795.10 ","$19,865.76 ","$20,950.57 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,"$3,498.95 ","$20,283.20 ","$11,448.58 ","$14,925.80 ","$8,262.14 ","$10,891.78 ","$8,154.97 ","$10,749.39 ","$10,116.15 ","$13,189.44 ","$16,607.65 ","$11,703.38 ","$16,118.44 ","$12,413.41 ","$13,091.27 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,"$2,607.17 ","$12,146.88 ","$8,530.68 ","$11,121.65 ","$6,156.36 ","$8,115.79 ","$6,076.51 ","$8,009.69 ","$7,537.84 ","$9,827.84 ","$9,644.53 ","$8,720.53 ","$12,010.32 ","$9,249.59 ","$9,754.69 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,311,ANGINA PECTORIS,"$1,663.98 ","$15,161.84 ","$10,648.07 ","$13,882.15 ","$7,684.43 ","$10,130.20 ","$7,584.75 ","$9,997.77 ","$9,408.80 ","$12,267.20 ","$7,288.88 ","$10,885.05 ","$14,991.40 ","$11,545.43 ","$12,175.89 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,312,SYNCOPE AND COLLAPSE,"$2,373.27 ","$18,211.61 ","$12,789.90 ","$16,674.51 ","$9,230.13 ","$12,167.86 ","$9,110.41 ","$12,008.80 ","$11,301.36 ","$14,734.72 ","$10,395.82 ","$13,074.55 ","$18,006.88 ","$13,867.77 ","$14,625.05 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,313,CHEST PAIN,"$1,987.48 ","$15,679.56 ","$11,011.66 ","$14,356.17 ","$7,946.82 ","$10,476.11 ","$7,843.75 ","$10,339.16 ","$9,730.08 ","$12,686.08 ","$8,705.94 ","$11,256.73 ","$15,503.30 ","$11,939.66 ","$12,591.66 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,"$6,476.52 ","$45,320.20 ","$31,828.10 ","$41,495.08 ","$22,969.49 ","$30,280.14 ","$22,671.56 ","$29,884.29 ","$28,123.82 ","$36,667.84 ","$28,369.62 ","$32,536.46 ","$44,810.73 ","$34,510.40 ","$36,394.91 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,"$4,553.21 ","$25,246.45 ","$14,898.13 ","$19,423.06 ","$10,751.58 ","$14,173.56 ","$10,612.13 ","$13,988.27 ","$13,164.22 ","$17,163.52 ","$20,671.51 ","$15,229.70 ","$20,975.05 ","$16,153.66 ","$17,035.77 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,"$3,499.42 ","$20,395.09 ","$11,450.11 ","$14,927.79 ","$8,263.24 ","$10,893.23 ","$8,156.06 ","$10,750.83 ","$10,117.50 ","$13,191.20 ","$16,699.27 ","$11,704.94 ","$16,120.59 ","$12,415.06 ","$13,093.02 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,"$19,060.05 ","$101,968.01 ","$65,932.48 ","$85,957.79 ","$47,581.70 ","$62,725.84 ","$46,964.54 ","$61,905.84 ","$58,258.98 ","$75,958.08 ","$83,490.25 ","$67,399.85 ","$92,826.21 ","$71,488.90 ","$75,392.71 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,320,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITHOUT MCC,"$10,912.11 ","$58,377.91 ","$37,332.40 ","$48,671.17 ","$26,941.79 ","$35,516.74 ","$26,592.34 ","$35,052.43 ","$32,987.51 ","$43,009.12 ","$47,799.17 ","$38,163.26 ","$52,560.22 ","$40,478.57 ","$42,689.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC","$22,618.56 ","$116,981.11 ","$82,155.12 ","$107,107.65 ","$59,289.14 ","$78,159.49 ","$58,520.13 ","$77,137.73 ","$72,593.57 ","$94,647.52 ","$79,261.48 ","$83,983.54 ","$115,666.05 ","$89,078.70 ","$93,943.04 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC","$10,149.84 ","$56,766.63 ","$39,866.86 ","$51,975.40 ","$28,770.84 ","$37,927.93 ","$28,397.67 ","$37,432.10 ","$35,226.99 ","$45,928.96 ","$44,460.13 ","$40,754.12 ","$56,128.48 ","$43,226.61 ","$45,587.10 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC","$6,774.46 ","$36,229.62 ","$25,443.84 ","$33,171.76 ","$18,362.14 ","$24,206.38 ","$18,123.97 ","$23,889.93 ","$22,482.58 ","$29,312.80 ","$23,739.76 ","$26,010.11 ","$35,822.34 ","$27,588.11 ","$29,094.62 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,"$16,895.02 ","$105,508.58 ","$74,098.03 ","$96,603.43 ","$53,474.56 ","$70,494.26 ","$52,780.96 ","$69,572.70 ","$65,474.20 ","$85,365.28 ","$59,204.84 ","$75,747.14 ","$104,322.48 ","$80,342.60 ","$84,729.89 ",,,,,,,,,,,
