USNWR Rank,file_create_date,name,code,code type,code description,payer,gross charge,de-identified minimum negotiated charge,payer-specific negotiated charge,de-identified maximum negotiated charge,discounted cash price
17 (tie),8/30/2021,Barnes-Jewish Hospital,405,ms-drg,"pancreas, liver and shunt procedures with mcc",UHC MEDICARE,101644.69,39627.5,40296.67,101833.92,60986.81
17 (tie),8/30/2021,Barnes-Jewish Hospital,406,ms-drg,"pancreas, liver and shunt procedures with cc",ACCESS PPO,66257.87,22014.89,53060.09,53060.09,39754.72
17 (tie),8/30/2021,Barnes-Jewish Hospital,406,ms-drg,"pancreas, liver and shunt procedures with cc",CONNECT NETWORK,66257.87,22014.89,31477.83,53060.09,39754.72
17 (tie),8/30/2021,Barnes-Jewish Hospital,406,ms-drg,"pancreas, liver and shunt procedures with cc",UHC MEDICARE,66257.87,22014.89,22014.89,53060.09,39754.72
17 (tie),8/30/2021,Barnes-Jewish Hospital,407,ms-drg,"pancreas, liver and shunt procedures without cc/mcc",ACCESS CHOICE PPO,60082.74,30792.22,30792.22,50663.39,36049.64
17 (tie),8/30/2021,Barnes-Jewish Hospital,407,ms-drg,"pancreas, liver and shunt procedures without cc/mcc",CONNECT NETWORK,60082.74,30792.22,50663.39,50663.39,36049.64
17 (tie),8/30/2021,Barnes-Jewish Hospital,419,ms-drg,laparoscopic cholecystectomy without c.d.e. without cc/mcc,UHC,44796.52,10889.4,12816,12816,26877.91
17 (tie),8/30/2021,Barnes-Jewish Hospital,419,ms-drg,laparoscopic cholecystectomy without c.d.e. without cc/mcc,UHC MEDICARE,44796.52,10889.4,10889.4,12816,26877.91
17 (tie),8/30/2021,Barnes-Jewish Hospital,432,ms-drg,cirrhosis and alcoholic hepatitis with mcc,ACCESS PPO,39756.45,14767.38,34085.17,47456.51,23853.87
17 (tie),8/30/2021,Barnes-Jewish Hospital,432,ms-drg,cirrhosis and alcoholic hepatitis with mcc,CONNECT NETWORK,39756.45,14767.38,47456.51,47456.51,23853.87
17 (tie),8/30/2021,Barnes-Jewish Hospital,432,ms-drg,cirrhosis and alcoholic hepatitis with mcc,TRNPLT OPTUM,39756.45,14767.38,30171.97,47456.51,23853.87
17 (tie),8/30/2021,Barnes-Jewish Hospital,432,ms-drg,cirrhosis and alcoholic hepatitis with mcc,UHC MEDICARE,39756.45,14767.38,14767.38,47456.51,23853.87
17 (tie),8/30/2021,Barnes-Jewish Hospital,433,ms-drg,cirrhosis and alcoholic hepatitis with cc,TRICARE,20841.15,6072.01,6072.01,13287.42,12504.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,435,ms-drg,malignancy of hepatobiliary system or pancreas with mcc,HEALTHLINK HMO,41088.76,10402.42,39654.47,39654.47,24653.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,435,ms-drg,malignancy of hepatobiliary system or pancreas with mcc,TRICARE,41088.76,10402.42,10742.77,39654.47,24653.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,435,ms-drg,malignancy of hepatobiliary system or pancreas with mcc,UHC,41088.76,10402.42,10402.42,39654.47,24653.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,435,ms-drg,malignancy of hepatobiliary system or pancreas with mcc,UHC MEDICARE,41088.76,10402.42,13622.12,39654.47,24653.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,436,ms-drg,malignancy of hepatobiliary system or pancreas with cc,UHC,26195.04,9487.27,15546,15546,15717.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,436,ms-drg,malignancy of hepatobiliary system or pancreas with cc,UHC MEDICARE,26195.04,9487.27,9487.27,15546,15717.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,438,ms-drg,disorders of pancreas except malignancy with mcc,ACCESS PPO,33010.13,11431.9,31426.09,31426.09,19806.08
17 (tie),8/30/2021,Barnes-Jewish Hospital,438,ms-drg,disorders of pancreas except malignancy with mcc,CIGNA OPEN ACCESS,33010.13,11431.9,11431.9,31426.09,19806.08
17 (tie),8/30/2021,Barnes-Jewish Hospital,438,ms-drg,disorders of pancreas except malignancy with mcc,TRICARE,33010.13,11431.9,11966.27,31426.09,19806.08
17 (tie),8/30/2021,Barnes-Jewish Hospital,438,ms-drg,disorders of pancreas except malignancy with mcc,UHC MEDICARE,33010.13,11431.9,13283.91,31426.09,19806.08
17 (tie),8/30/2021,Barnes-Jewish Hospital,439,ms-drg,disorders of pancreas except malignancy with cc,ACCESS PPO,17497.68,7509.35,14255.2,14255.2,10498.61
17 (tie),8/30/2021,Barnes-Jewish Hospital,440,ms-drg,disorders of pancreas except malignancy without cc/mcc,UHC,12931.68,5774.62,11082,13957.01,7759.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,440,ms-drg,disorders of pancreas except malignancy without cc/mcc,UHC MEDICARE,12931.68,5774.62,5774.62,13957.01,7759.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,441,ms-drg,"disorders of liver except malignancy, cirrhosis or alcoholic hepatitis with mcc",CONNECT NETWORK,43772.45,11230.4,11230.4,31648.86,26263.47
17 (tie),8/30/2021,Barnes-Jewish Hospital,441,ms-drg,"disorders of liver except malignancy, cirrhosis or alcoholic hepatitis with mcc",TRNPLT OPTUM,43772.45,11230.4,31648.86,31648.86,26263.47
17 (tie),8/30/2021,Barnes-Jewish Hospital,441,ms-drg,"disorders of liver except malignancy, cirrhosis or alcoholic hepatitis with mcc",UHC,43772.45,11230.4,25022,31648.86,26263.47
17 (tie),8/30/2021,Barnes-Jewish Hospital,442,ms-drg,"disorders of liver except malignancy, cirrhosis or alcoholic hepatitis with cc",CONNECT NETWORK,22885.64,5272.04,11174.29,20793.66,13731.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,442,ms-drg,"disorders of liver except malignancy, cirrhosis or alcoholic hepatitis with cc",UHC,22885.64,5272.04,20793.66,20793.66,13731.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,444,ms-drg,disorders of the biliary tract with mcc,ACCESS CHOICE PPO,38483.95,11904.81,24403.42,30753.43,23090.37
17 (tie),8/30/2021,Barnes-Jewish Hospital,444,ms-drg,disorders of the biliary tract with mcc,ACCESS PPO,38483.95,11904.81,30753.43,30753.43,23090.37
17 (tie),8/30/2021,Barnes-Jewish Hospital,444,ms-drg,disorders of the biliary tract with mcc,CONNECT NETWORK,38483.95,11904.81,11904.81,30753.43,23090.37
17 (tie),8/30/2021,Barnes-Jewish Hospital,444,ms-drg,disorders of the biliary tract with mcc,UHC MEDICARE,38483.95,11904.81,13294.21,30753.43,23090.37
17 (tie),8/30/2021,Barnes-Jewish Hospital,445,ms-drg,disorders of the biliary tract with cc,ACCESS CHOICE PPO,27838.3,8870.45,16682,16682,16702.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,445,ms-drg,disorders of the biliary tract with cc,ACCESS PPO,27838.3,8870.45,13272.83,16682,16702.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,445,ms-drg,disorders of the biliary tract with cc,AETNA MCR GOLD,27838.3,8870.45,8870.45,16682,16702.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,445,ms-drg,disorders of the biliary tract with cc,UHC MEDICARE,27838.3,8870.45,9228.23,16682,16702.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,446,ms-drg,disorders of the biliary tract without cc/mcc,UHC,25715.76,15546,15546,15546,15429.46
17 (tie),8/30/2021,Barnes-Jewish Hospital,453,ms-drg,combined anterior and posterior spinal fusion with mcc,ACCESS CHOICE PPO,326370.68,53717.97,200818.19,379908.49,195822.41
17 (tie),8/30/2021,Barnes-Jewish Hospital,453,ms-drg,combined anterior and posterior spinal fusion with mcc,AETNA MCR GOLD,326370.68,53717.97,81593.25,379908.49,195822.41
17 (tie),8/30/2021,Barnes-Jewish Hospital,453,ms-drg,combined anterior and posterior spinal fusion with mcc,TRICARE,326370.68,53717.97,53717.97,379908.49,195822.41
17 (tie),8/30/2021,Barnes-Jewish Hospital,453,ms-drg,combined anterior and posterior spinal fusion with mcc,UHC MEDICARE,326370.68,53717.97,99000.77,379908.49,195822.41
17 (tie),8/30/2021,Barnes-Jewish Hospital,454,ms-drg,combined anterior and posterior spinal fusion with cc,ACCESS CHOICE PPO,227473.43,37368.26,189254.68,199017.65,136484.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,454,ms-drg,combined anterior and posterior spinal fusion with cc,TRICARE,227473.43,37368.26,37368.26,199017.65,136484.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,454,ms-drg,combined anterior and posterior spinal fusion with cc,UHC,227473.43,37368.26,129758.2,199017.65,136484.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,454,ms-drg,combined anterior and posterior spinal fusion with cc,UHC MEDICARE,227473.43,37368.26,49020.75,199017.65,136484.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,455,ms-drg,combined anterior and posterior spinal fusion without cc/mcc,ACCESS PPO,137111.77,28179.89,97676.11,115832.86,82267.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,455,ms-drg,combined anterior and posterior spinal fusion without cc/mcc,TRICARE,137111.77,28179.89,28179.89,115832.86,82267.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,455,ms-drg,combined anterior and posterior spinal fusion without cc/mcc,UHC,137111.77,28179.89,115832.86,115832.86,82267.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,457,ms-drg,"spinal fusion except cervical with spinal curvature, malignancy, infection or extensive fusions with cc",UHC MEDICARE,201904.93,50149.55,50149.55,117642.99,121142.96
17 (tie),8/30/2021,Barnes-Jewish Hospital,458,ms-drg,"spinal fusion except cervical with spinal curvature, malignancy, infection or extensive fusions without cc/mcc",UHC,167059.49,116813,116813,116813,100235.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,460,ms-drg,Spinal fusion,ADVANTRA,138408.9,24793.83,33458.62,78358.8,83045.34
17 (tie),8/30/2021,Barnes-Jewish Hospital,460,ms-drg,Spinal fusion,AETNA MEDICARE,138408.9,24793.83,30524.68,78358.8,83045.34
17 (tie),8/30/2021,Barnes-Jewish Hospital,462,ms-drg,bilateral or multiple major joint procedures of lower extremity without mcc,TRICARE,60862.96,15634.5,15634.5,52633,36517.78
17 (tie),8/30/2021,Barnes-Jewish Hospital,464,ms-drg,wound debridement and skin graft except hand for musculoskeletal and connective tissue disorders with cc,UHC,82239.8,19157.72,39352,49267.81,49343.88
17 (tie),8/30/2021,Barnes-Jewish Hospital,465,ms-drg,wound debridement and skin graft except hand for musculoskeletal and connective tissue disorders without cc/mcc,UHC MEDICARE,44188.29,15475.68,15475.68,15475.68,26512.97
17 (tie),8/30/2021,Barnes-Jewish Hospital,467,ms-drg,revision of hip or knee replacement with cc,UHC MEDICARE,90006.85,27331.84,27331.84,27331.84,54004.11
17 (tie),8/30/2021,Barnes-Jewish Hospital,468,ms-drg,revision of hip or knee replacement without cc/mcc,CIGNA CSD,58351.68,18089.68,40146,48766,35011.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,468,ms-drg,revision of hip or knee replacement without cc/mcc,UHC,58351.68,18089.68,48766,48766,35011.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,468,ms-drg,revision of hip or knee replacement without cc/mcc,UHC MEDICARE,58351.68,18089.68,21880,48766,35011.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,469,ms-drg,major hip and knee joint replacement or reattachment of lower extremity with mcc or total ankle replacement,ACCESS PPO,84113.41,11655.18,65223.58,65223.58,50468.05
17 (tie),8/30/2021,Barnes-Jewish Hospital,469,ms-drg,major hip and knee joint replacement or reattachment of lower extremity with mcc or total ankle replacement,UHC,84113.41,11655.18,39612,65223.58,50468.05
17 (tie),8/30/2021,Barnes-Jewish Hospital,470,ms-drg,Major joint replacement (Hip/Knee),ACCESS CHOICE PPO,42567.25,12286.63,34146.57,40603.24,25540.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,470,ms-drg,Major joint replacement (Hip/Knee),AETNA LOCAL NON LOCAL,42567.25,12286.63,31588.88,40603.24,25540.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,470,ms-drg,Major joint replacement (Hip/Knee),AETNA MCR GOLD,42567.25,12286.63,14269.74,40603.24,25540.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,470,ms-drg,Major joint replacement (Hip/Knee),BL CHOICE PRF PPO IL,42567.25,12286.63,40058.36,40603.24,25540.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,470,ms-drg,Major joint replacement (Hip/Knee),CIGNA CSD,42567.25,12286.63,30034.13,40603.24,25540.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,470,ms-drg,Major joint replacement (Hip/Knee),CIGNA OPEN ACCESS,42567.25,12286.63,37743,40603.24,25540.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,470,ms-drg,Major joint replacement (Hip/Knee),HEALTH ALLIANCE HMO,42567.25,12286.63,25736.48,40603.24,25540.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,470,ms-drg,Major joint replacement (Hip/Knee),HEALTH ALLIANCE PPO,42567.25,12286.63,28293.73,40603.24,25540.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,470,ms-drg,Major joint replacement (Hip/Knee),UHC,42567.25,12286.63,37258,40603.24,25540.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,470,ms-drg,Major joint replacement (Hip/Knee),UHC MEDICARE,42567.25,12286.63,15602.62,40603.24,25540.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,472,ms-drg,cervical spinal fusion with cc,AETNA LOCAL NON LOCAL,92420.36,17065.43,32375.59,47608.98,55452.22
17 (tie),8/30/2021,Barnes-Jewish Hospital,472,ms-drg,cervical spinal fusion with cc,AETNA MEDICARE,92420.36,17065.43,23305.13,47608.98,55452.22
17 (tie),8/30/2021,Barnes-Jewish Hospital,472,ms-drg,cervical spinal fusion with cc,TRICARE,92420.36,17065.43,17065.43,47608.98,55452.22
17 (tie),8/30/2021,Barnes-Jewish Hospital,472,ms-drg,cervical spinal fusion with cc,UHC,92420.36,17065.43,41149,47608.98,55452.22
17 (tie),8/30/2021,Barnes-Jewish Hospital,472,ms-drg,cervical spinal fusion with cc,UHC MEDICARE,92420.36,17065.43,22694.43,47608.98,55452.22
17 (tie),8/30/2021,Barnes-Jewish Hospital,473,ms-drg,Cervical spinal fusion,ACCESS CHOICE PPO,76004.15,15286.83,40894.35,44725.26,45602.49
17 (tie),8/30/2021,Barnes-Jewish Hospital,473,ms-drg,Cervical spinal fusion,HEALTHLINK HMO,76004.15,15286.83,44629.63,44725.26,45602.49
17 (tie),8/30/2021,Barnes-Jewish Hospital,474,ms-drg,amputation for musculoskeletal system and connective tissue disorders with mcc,UHC MEDICARE,83776.2,28857.59,28857.59,28857.59,50265.72
17 (tie),8/30/2021,Barnes-Jewish Hospital,475,ms-drg,amputation for musculoskeletal system and connective tissue disorders with cc,UHC MEDICARE,54829.68,16910.45,16910.45,16910.45,32897.81
17 (tie),8/30/2021,Barnes-Jewish Hospital,477,ms-drg,biopsies of musculoskeletal system and connective tissue with mcc,UHC MEDICARE,53643.52,25098.14,25098.14,25098.14,32186.11
17 (tie),8/30/2021,Barnes-Jewish Hospital,478,ms-drg,biopsies of musculoskeletal system and connective tissue with cc,ACCESS PPO,52672.65,15029.34,44245.93,44245.93,31603.59
17 (tie),8/30/2021,Barnes-Jewish Hospital,478,ms-drg,biopsies of musculoskeletal system and connective tissue with cc,UHC,52672.65,15029.34,24123,44245.93,31603.59
17 (tie),8/30/2021,Barnes-Jewish Hospital,478,ms-drg,biopsies of musculoskeletal system and connective tissue with cc,UHC MEDICARE,52672.65,15029.34,15029.34,44245.93,31603.59
17 (tie),8/30/2021,Barnes-Jewish Hospital,480,ms-drg,hip and femur procedures except major joint with mcc,UHC MEDICARE,115572,23808.52,23808.52,24449.9,69343.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,481,ms-drg,hip and femur procedures except major joint with cc,AETNA MCR GOLD,66739.64,14744.91,14744.91,32284,40043.78
17 (tie),8/30/2021,Barnes-Jewish Hospital,482,ms-drg,hip and femur procedures except major joint without cc/mcc,ACCESS CHOICE PPO,58073.39,24484.18,24484.18,40689.03,34844.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,482,ms-drg,hip and femur procedures except major joint without cc/mcc,UHC,58073.39,24484.18,34654.5,40689.03,34844.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,ACCESS PPO,54640.53,14541.87,47963.73,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,ADVANTRA,54640.53,14541.87,20260.12,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,AETNA MCR GOLD,54640.53,14541.87,18715.04,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,CIGNA HMO POS,54640.53,14541.87,43586.14,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,CIGNA OPEN ACCESS,54640.53,14541.87,37930.94,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,CONNECT NETWORK,54640.53,14541.87,31815.09,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,HEALTHLINK HMO,54640.53,14541.87,41054.22,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,TRICARE,54640.53,14541.87,14541.87,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,UHC MEDICARE,54640.53,14541.87,18583.07,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,493,ms-drg,"lower extremity and humerus procedures except hip, foot and femur with cc",UHC MEDICARE,60599.23,18297.51,18297.51,46717.92,36359.54
17 (tie),8/30/2021,Barnes-Jewish Hospital,494,ms-drg,"lower extremity and humerus procedures except hip, foot and femur without cc/mcc",ACCESS PPO,53867.08,8790,38419.9,38419.9,32320.25
17 (tie),8/30/2021,Barnes-Jewish Hospital,499,ms-drg,local excision and removal of internal fixation devices of hip and femur without cc/mcc,ACCESS PPO,47609.99,24559.57,24559.57,24559.57,28565.99
17 (tie),8/30/2021,Barnes-Jewish Hospital,500,ms-drg,soft tissue procedures with mcc,UHC,69383.35,32608.59,32608.59,32608.59,41630.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,501,ms-drg,soft tissue procedures with cc,UHC MEDICARE,43650.79,13756.73,13756.73,13756.73,26190.47
17 (tie),8/30/2021,Barnes-Jewish Hospital,502,ms-drg,soft tissue procedures without cc/mcc,TRICARE,40417.96,8796.76,8796.76,26015,24250.78
17 (tie),8/30/2021,Barnes-Jewish Hospital,502,ms-drg,soft tissue procedures without cc/mcc,UHC MEDICARE,40417.96,8796.76,10553.44,26015,24250.78
17 (tie),8/30/2021,Barnes-Jewish Hospital,511,ms-drg,"shoulder, elbow or forearm procedures, except major joint procedures with cc",UHC MEDICARE,59856.78,14691.15,14691.15,14691.15,35914.07
17 (tie),8/30/2021,Barnes-Jewish Hospital,515,ms-drg,other musculoskeletal system and connective tissue o.r. procedures with mcc,UHC MEDICARE,85501.25,23673.03,23673.03,47312,51300.75
17 (tie),8/30/2021,Barnes-Jewish Hospital,516,ms-drg,other musculoskeletal system and connective tissue o.r. procedures with cc,ACCESS PPO,57722.39,12046.34,44893.36,44893.36,34633.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,516,ms-drg,other musculoskeletal system and connective tissue o.r. procedures with cc,CONNECT NETWORK,57722.39,12046.34,12046.34,44893.36,34633.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,517,ms-drg,other musculoskeletal system and connective tissue o.r. procedures without cc/mcc,ACCESS CHOICE PPO,40381.87,10394,25157.35,28384.52,24229.12
17 (tie),8/30/2021,Barnes-Jewish Hospital,517,ms-drg,other musculoskeletal system and connective tissue o.r. procedures without cc/mcc,ACCESS PPO,40381.87,10394,28384.52,28384.52,24229.12
17 (tie),8/30/2021,Barnes-Jewish Hospital,517,ms-drg,other musculoskeletal system and connective tissue o.r. procedures without cc/mcc,UHC,40381.87,10394,10394,28384.52,24229.12
17 (tie),8/30/2021,Barnes-Jewish Hospital,519,ms-drg,back and neck procedures except spinal fusion with cc,ACCESS CHOICE PPO,65065.64,13843.66,29120.55,35268.75,39039.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,519,ms-drg,back and neck procedures except spinal fusion with cc,ACCESS PPO,65065.64,13843.66,35268.75,35268.75,39039.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,519,ms-drg,back and neck procedures except spinal fusion with cc,TRICARE,65065.64,13843.66,13843.66,35268.75,39039.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,519,ms-drg,back and neck procedures except spinal fusion with cc,UHC,65065.64,13843.66,27455,35268.75,39039.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,520,ms-drg,back and neck procedures except spinal fusion without cc/mcc,TRICARE,50200.09,9438.83,9438.83,25824,30120.05
17 (tie),8/30/2021,Barnes-Jewish Hospital,542,ms-drg,pathological fractures and musculoskeletal and connective tissue malignancy with mcc,UHC,52848.75,14549.98,25973.93,25973.93,31709.25
17 (tie),8/30/2021,Barnes-Jewish Hospital,543,ms-drg,pathological fractures and musculoskeletal and connective tissue malignancy with cc,UHC,40248.46,9033.55,31092,31092,24149.08
17 (tie),8/30/2021,Barnes-Jewish Hospital,546,ms-drg,connective tissue disorders with cc,ACCESS PPO,42530.38,3587.87,23439.3,23439.3,25518.23
17 (tie),8/30/2021,Barnes-Jewish Hospital,552,ms-drg,medical back problems without mcc,ACCESS PPO,28810.25,3200.68,21250.29,21250.29,17286.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,552,ms-drg,medical back problems without mcc,UHC MEDICARE,28810.25,3200.68,3200.68,21250.29,17286.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,554,ms-drg,bone diseases and arthropathies without mcc,UHC MEDICARE,15467.3,7073.69,7073.69,35632.14,9280.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,558,ms-drg,"tendonitis, myositis and bursitis without mcc",TRICARE,20671.14,3672.15,3672.15,10364,12402.68
17 (tie),8/30/2021,Barnes-Jewish Hospital,558,ms-drg,"tendonitis, myositis and bursitis without mcc",UHC,20671.14,3672.15,10364,10364,12402.68
17 (tie),8/30/2021,Barnes-Jewish Hospital,560,ms-drg,"aftercare, musculoskeletal system and connective tissue with cc",UHC MEDICARE,28352.8,8687.75,8687.75,8687.75,17011.68
17 (tie),8/30/2021,Barnes-Jewish Hospital,563,ms-drg,"fracture, sprain, strain and dislocation except femur, hip, pelvis and thigh without mcc",UHC MEDICARE,33866.38,6055.08,6055.08,16805.91,20319.83
17 (tie),8/30/2021,Barnes-Jewish Hospital,565,ms-drg,other musculoskeletal system and connective tissue diagnoses with cc,UHC,25177.3,13281,13281,13281,15106.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,578,ms-drg,skin graft except for skin ulcer or cellulitis without cc/mcc,UHC,54153.89,23414,23414,23414,32492.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,579,ms-drg,"other skin, subcutaneous tissue and breast procedures with mcc",UHC,70068.06,69792,69792,69792,42040.84
17 (tie),8/30/2021,Barnes-Jewish Hospital,580,ms-drg,"other skin, subcutaneous tissue and breast procedures with cc",ACCESS CHOICE PPO,43685.24,8868,23733.73,30364.55,26211.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,602,ms-drg,cellulitis with mcc,UHC MEDICARE,27209.4,11854.02,11854.02,11854.02,16325.64
17 (tie),8/30/2021,Barnes-Jewish Hospital,603,ms-drg,cellulitis without mcc,UHC,15690.5,3823.82,9142.95,12438.95,9414.3
17 (tie),8/30/2021,Barnes-Jewish Hospital,603,ms-drg,cellulitis without mcc,UHC MEDICARE,15690.5,3823.82,6189.33,12438.95,9414.3
17 (tie),8/30/2021,Barnes-Jewish Hospital,605,ms-drg,"trauma to the skin, subcutaneous tissue and breast without mcc",UHC,24439.28,7464.15,18311,18311,14663.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,614,ms-drg,adrenal and pituitary procedures with cc/mcc,ACCESS PPO,80502.61,14627.61,47145.61,109845.33,48301.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,614,ms-drg,adrenal and pituitary procedures with cc/mcc,TRICARE,80502.61,14627.61,14627.61,109845.33,48301.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,614,ms-drg,adrenal and pituitary procedures with cc/mcc,UHC MEDICARE,80502.61,14627.61,18428.38,109845.33,48301.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,615,ms-drg,adrenal and pituitary procedures without cc/mcc,UHC,43314.49,13592,13592,13592,25988.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,617,ms-drg,"amputation of lower limb for endocrine, nutritional and metabolic disorders with cc",TRICARE,50054.14,12635,12635,16333.12,30032.48
17 (tie),8/30/2021,Barnes-Jewish Hospital,617,ms-drg,"amputation of lower limb for endocrine, nutritional and metabolic disorders with cc",UHC MEDICARE,50054.14,12635,16333.12,16333.12,30032.48
17 (tie),8/30/2021,Barnes-Jewish Hospital,620,ms-drg,o.r. procedures for obesity with cc,BL CHOICE PRF PPO IL,42677.72,39011.96,40585.69,40585.69,25606.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,620,ms-drg,o.r. procedures for obesity with cc,UHC,42677.72,39011.96,39011.96,40585.69,25606.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,621,ms-drg,o.r. procedures for obesity without cc/mcc,ACCESS PPO,39389.51,3670.48,29961.78,42513,23633.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,621,ms-drg,o.r. procedures for obesity without cc/mcc,TRICARE,39389.51,3670.48,11048.64,42513,23633.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,621,ms-drg,o.r. procedures for obesity without cc/mcc,UHC COMMUNITY PLAN,39389.51,3670.48,3670.48,42513,23633.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,623,ms-drg,"skin grafts and wound debridement for endocrine, nutritional and metabolic disorders with cc",UHC MEDICARE,37451.55,15219.46,15219.46,15219.46,22470.93
17 (tie),8/30/2021,Barnes-Jewish Hospital,629,ms-drg,"other endocrine, nutritional and metabolic o.r. procedures with cc",UHC,35683.2,28672.27,28672.27,28672.27,21409.92
17 (tie),8/30/2021,Barnes-Jewish Hospital,638,ms-drg,diabetes with cc,MISSOURI CARE,18261.9,5017.24,5017.24,15397.55,10957.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,640,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes with mcc",ACCESS CHOICE PPO,29257.43,7506.38,16300.21,24430,17554.46
17 (tie),8/30/2021,Barnes-Jewish Hospital,640,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes with mcc",ADVANTRA,29257.43,7506.38,11148.72,24430,17554.46
17 (tie),8/30/2021,Barnes-Jewish Hospital,640,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes with mcc",CONNECT NETWORK,29257.43,7506.38,11921.5,24430,17554.46
17 (tie),8/30/2021,Barnes-Jewish Hospital,640,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes with mcc",UHC,29257.43,7506.38,24430,24430,17554.46
